Date,Time,Latitude,Longitude,EPC,Unit,Type
2015-03-09,23:34:52.517,58.0498,-113.5188,135.3,kA,G
2015-03-09,23:36:15.715,58.0537,-113.451,37.4,kA,C
2015-03-09,23:37:28.710,58.0434,-113.409,20.8,kA,G
2015-03-09,23:39:40.955,58.0381,-113.3576,19.8,kA,C
2015-03-09,23:45:12.593,58.0547,-113.164,101.8,kA,G
2015-03-09,23:46:07.967,58.055,-113.1626,40.9,kA,G
2015-03-09,23:53:22.141,58.025,-113.0807,15.0,kA,G
2015-03-09,23:55:27.660,58.0222,-113.1806,-7.3,kA,G
2015-03-09,23:56:30.590,58.0513,-113.0361,26.0,kA,C
2015-04-11,23:39:32.011,58.3036,-121.3373,-38.7,kA,G
2015-04-11,23:39:32.038,58.3053,-121.3315,-37.7,kA,C
2015-04-11,23:39:32.061,58.3074,-121.3454,-21.2,kA,C
2015-04-11,23:39:32.093,58.3042,-121.3347,-22.4,kA,C
2015-04-11,23:41:44.244,58.3036,-121.3152,-50.7,kA,G
2015-04-11,23:41:44.266,58.2924,-121.3277,-25.2,kA,G
2015-04-11,23:41:44.375,58.2919,-121.3322,-11.1,kA,G
2015-04-11,23:41:44.427,58.2901,-121.332,-22.6,kA,G
2015-04-11,23:42:20.671,61.1326,-121.0707,-38.2,kA,G
2015-04-11,23:42:20.684,61.1411,-121.0759,-21.6,kA,C
2015-04-11,23:42:20.703,61.1407,-121.0744,-33.9,kA,C
2015-04-11,23:45:05.125,58.4337,-121.2972,-21.6,kA,G
2015-04-11,23:47:33.302,58.4401,-121.2633,23.3,kA,C
2015-04-11,23:47:33.303,58.4192,-121.2319,-6.5,kA,G
2015-04-11,23:47:33.726,58.351,-121.2469,-41.3,kA,G
2015-04-11,23:47:33.748,58.3433,-121.2354,-30.7,kA,G
2015-04-11,23:47:33.866,58.3446,-121.2529,-13.9,kA,G
2015-04-12,00:49:07.038,58.1869,-120.5809,-26.9,kA,G
2015-04-12,00:49:07.059,58.1868,-120.5975,-31.9,kA,G
2015-04-12,00:49:07.087,58.1836,-120.6017,-31.8,kA,C
2015-04-12,00:49:07.115,58.184,-120.595,-22.3,kA,G
2015-04-14,21:39:09.332,58.0296,-122.3238,-22.1,kA,G
2015-04-14,21:50:45.652,58.0007,-122.2419,-17.2,kA,C
2015-04-14,23:15:11.883,58.9038,-122.8924,65.0,kA,G
2015-04-14,23:16:28.337,58.936,-123.0069,54.0,kA,G
2015-04-14,23:17:43.678,58.9226,-123.0133,35.3,kA,G
2015-04-14,23:17:43.678,58.9464,-122.9576,-44.7,kA,G
2015-04-14,23:18:58.738,58.9205,-122.9887,21.9,kA,C
2015-04-14,23:20:46.317,58.6563,-123.2055,-24.3,kA,G
2015-04-14,23:21:13.586,58.9085,-122.939,65.4,kA,G
2015-04-14,23:21:13.615,58.9137,-122.9369,35.1,kA,C
2015-04-14,23:24:27.448,58.5961,-123.5807,-68.1,kA,G
2015-04-14,23:24:27.501,58.6322,-123.456,-93.8,kA,G
2015-04-14,23:25:30.406,58.618,-123.5024,-20.8,kA,G
2015-04-14,23:28:32.407,58.6183,-123.4648,-46.3,kA,G
2015-04-14,23:36:51.599,58.882,-122.6662,23.8,kA,C
2015-04-14,23:36:51.599,58.8337,-122.6806,-23.3,kA,G
2015-04-14,23:45:04.733,58.8657,-122.6335,149.5,kA,G
2015-04-14,23:46:57.823,58.8553,-122.6416,91.5,kA,G
2015-04-14,23:55:31.949,58.1436,-121.8526,25.1,kA,C
2015-04-14,23:55:31.949,58.129,-121.8244,-23.4,kA,G
2015-04-15,01:14:59.778,58.4454,-122.9012,23.9,kA,G
2015-04-16,21:05:48.135,58.8676,-113.4704,-59.0,kA,G
2015-04-16,21:05:48.160,58.877,-113.5123,-27.8,kA,G
2015-04-16,21:05:48.192,58.8818,-113.4764,-17.3,kA,G
2015-04-16,21:05:48.207,58.878,-113.5138,-28.4,kA,G
2015-04-16,22:56:58.488,58.5635,-110.1536,-25.2,kA,G
2015-04-16,23:04:53.690,58.6795,-112.7934,-41.4,kA,G
2015-04-16,23:04:53.704,58.6773,-112.7808,-21.4,kA,G
2015-04-16,23:04:53.704,58.6557,-112.8411,24.7,kA,G
2015-04-16,23:04:53.723,58.6697,-112.79,-19.4,kA,G
2015-04-16,23:04:53.761,58.6886,-112.8313,-9.7,kA,G
2015-04-22,03:42:10.983,58.016,-120.2131,-16.8,kA,G
2015-04-22,03:45:26.781,58.0301,-120.2115,27.5,kA,C
2015-04-28,03:36:14.758,61.2962,-114.7372,-43.5,kA,G
2015-04-28,03:36:14.773,61.2977,-114.7456,-14.5,kA,G
2015-04-28,03:36:14.788,61.2957,-114.7463,-17.4,kA,G
2015-04-28,04:18:50.058,61.2753,-114.1929,39.5,kA,G
2015-04-28,22:44:05.144,59.3909,-120.6378,56.6,kA,G
2015-04-28,22:44:05.144,59.3672,-120.6828,-5.9,kA,G
2015-04-28,22:54:55.790,60.3269,-120.9812,-22.8,kA,C
2015-04-28,22:54:55.837,60.0869,-121.6374,23.5,kA,G
2015-04-28,23:32:03.373,60.0644,-120.7638,-50.7,kA,G
2015-04-28,23:32:03.373,60.0624,-120.7812,19.1,kA,C
2015-04-28,23:32:03.382,60.0715,-120.6732,297.6,kA,G
2015-04-28,23:33:27.662,59.1353,-119.694,-30.0,kA,G
2015-04-28,23:37:52.106,59.6673,-122.953,19.5,kA,C
2015-04-28,23:37:52.269,59.612,-122.9893,-26.5,kA,G
2015-04-28,23:38:59.573,59.663,-122.9906,7.9,kA,C
2015-04-28,23:39:57.800,59.6746,-122.9499,-20.8,kA,G
2015-04-28,23:41:17.249,59.1502,-122.5875,-100.8,kA,G
2015-04-28,23:41:55.432,59.6015,-122.9177,-23.7,kA,G
2015-04-28,23:43:58.069,59.7184,-122.909,-154.8,kA,G
2015-04-28,23:43:58.084,59.7118,-122.9132,-58.0,kA,G
2015-04-28,23:43:58.089,59.71,-122.9228,-31.1,kA,C
2015-04-28,23:43:58.165,59.6942,-122.9374,14.1,kA,C
2015-04-28,23:44:10.235,59.2097,-122.5687,-105.0,kA,G
2015-04-28,23:44:10.259,59.2108,-122.5786,-20.1,kA,G
2015-04-28,23:45:41.777,59.1859,-122.5867,-37.1,kA,G
2015-04-28,23:45:41.831,59.1863,-122.617,-25.2,kA,G
2015-04-28,23:45:41.831,59.1864,-122.6364,30.4,kA,G
2015-04-28,23:45:42.139,59.1845,-122.5902,-32.2,kA,G
2015-04-28,23:46:04.896,59.7443,-122.9234,-100.2,kA,G
2015-04-28,23:46:04.921,59.7497,-122.9092,-22.9,kA,G
2015-04-28,23:46:04.932,59.7366,-122.933,-28.3,kA,G
2015-04-28,23:46:05.205,59.7356,-122.9873,-10.6,kA,G
2015-04-28,23:46:05.257,59.7309,-122.9329,-17.8,kA,G
2015-04-28,23:46:05.291,59.7337,-122.9434,-10.5,kA,G
2015-04-28,23:47:17.165,59.2365,-122.5949,-71.5,kA,G
2015-04-28,23:47:17.202,59.2343,-122.5967,-35.1,kA,G
2015-04-28,23:47:17.246,59.2355,-122.5982,-16.5,kA,G
2015-04-28,23:47:59.435,60.0372,-123.0024,-65.8,kA,G
2015-04-28,23:47:59.454,60.0503,-123.01,-22.0,kA,G
2015-04-28,23:47:59.513,60.0465,-123.0159,-11.4,kA,G
2015-04-28,23:47:59.587,60.0506,-123.0332,-10.7,kA,G
2015-04-28,23:47:59.619,60.0456,-123.0157,-18.7,kA,G
2015-04-28,23:48:27.977,59.1727,-122.5467,18.9,kA,C
2015-04-28,23:49:22.468,59.2119,-122.6132,-23.5,kA,G
2015-04-28,23:49:22.795,59.2168,-122.5531,-84.4,kA,G
2015-04-28,23:49:22.840,59.2141,-122.5697,-25.4,kA,G
2015-04-28,23:51:24.313,59.1774,-122.5857,-32.2,kA,G
2015-04-28,23:51:24.314,58.8441,-122.9101,33.5,kA,G
2015-04-28,23:51:24.364,59.1784,-122.5825,-30.7,kA,G
2015-04-28,23:51:24.390,59.1714,-122.6024,-21.3,kA,G
2015-04-28,23:53:45.090,59.1942,-122.5313,-14.3,kA,G
2015-04-28,23:53:45.176,59.1991,-122.5219,-14.2,kA,G
2015-04-28,23:53:48.029,59.0707,-118.7187,65.0,kA,G
2015-04-28,23:53:48.069,59.0602,-118.694,87.2,kA,G
2015-04-28,23:54:27.347,60.0163,-122.9076,-87.7,kA,G
2015-04-28,23:54:27.653,60.0756,-122.9894,15.0,kA,C
2015-04-28,23:54:27.654,60.044,-123.0243,13.3,kA,C
2015-04-28,23:55:16.125,59.2236,-122.5538,17.4,kA,C
2015-04-28,23:55:40.371,59.0956,-118.7307,14.4,kA,C
2015-04-28,23:55:40.371,59.0929,-118.715,11.1,kA,C
2015-04-28,23:55:45.902,60.376,-120.7069,179.9,kA,G
2015-04-28,23:55:45.988,60.354,-120.7418,-13.1,kA,G
2015-04-28,23:56:03.204,60.0459,-122.8977,-66.0,kA,G
2015-04-28,23:56:03.227,60.0511,-122.9018,-24.3,kA,G
2015-04-28,23:56:03.242,60.0336,-122.9189,-18.7,kA,G
2015-04-28,23:57:18.687,60.0489,-122.8867,-49.3,kA,G
2015-04-28,23:57:18.708,60.042,-122.9231,-20.8,kA,G
2015-04-28,23:58:16.279,60.1743,-122.4892,-24.5,kA,G
2015-04-28,23:58:16.279,60.1621,-122.4677,30.0,kA,G
2015-04-29,00:00:23.930,59.4329,-122.5991,-17.1,kA,G
2015-04-29,00:02:40.010,60.4728,-120.6376,37.3,kA,C
2015-04-29,00:02:40.031,60.4618,-120.6196,185.0,kA,G
2015-04-29,00:02:40.105,60.3854,-120.6404,55.1,kA,C
2015-04-29,00:02:43.369,59.17,-118.6251,23.2,kA,C
2015-04-29,00:02:43.476,59.1476,-118.7804,-30.3,kA,G
2015-04-29,00:02:43.697,59.6875,-122.29,-22.8,kA,G
2015-04-29,00:04:48.569,59.3019,-122.5279,9.4,kA,C
2015-04-29,00:04:49.843,60.4455,-120.6793,104.8,kA,G
2015-04-29,00:04:59.140,59.6574,-122.3505,-23.5,kA,G
2015-04-29,00:04:59.141,59.7046,-122.3106,26.6,kA,C
2015-04-29,00:04:59.141,59.6965,-122.3288,-47.6,kA,G
2015-04-29,00:04:59.150,59.7144,-122.3381,-21.5,kA,G
2015-04-29,00:05:57.934,59.2072,-118.6461,-33.5,kA,G
2015-04-29,00:05:57.945,59.1999,-118.6383,15.8,kA,C
2015-04-29,00:05:57.946,59.1918,-118.6472,9.3,kA,C
2015-04-29,00:05:58.058,59.1926,-118.772,-8.6,kA,G
2015-04-29,00:06:41.862,60.4936,-120.6752,56.5,kA,C
2015-04-29,00:07:02.667,58.9228,-122.7533,-26.7,kA,G
2015-04-29,00:07:44.090,59.2175,-118.6313,15.3,kA,C
2015-04-29,00:08:38.282,59.7258,-122.3992,8.6,kA,C
2015-04-29,00:08:38.399,59.7677,-122.2332,-17.7,kA,G
2015-04-29,00:09:11.837,59.2193,-118.7221,-15.9,kA,G
2015-04-29,00:09:11.963,59.218,-118.7266,-12.8,kA,G
2015-04-29,00:10:46.750,58.9584,-122.5252,-24.8,kA,G
2015-04-29,00:11:49.160,59.2507,-118.6208,6.1,kA,C
2015-04-29,00:12:17.025,60.5255,-120.603,99.9,kA,G
2015-04-29,00:12:17.120,60.5691,-120.6356,27.2,kA,G
2015-04-29,00:12:17.129,60.5882,-120.7281,60.9,kA,C
2015-04-29,00:12:20.263,59.3562,-122.537,-56.0,kA,G
2015-04-29,00:13:29.926,59.3018,-118.5928,39.0,kA,C
2015-04-29,00:14:04.533,58.975,-122.2517,-20.1,kA,G
2015-04-29,00:15:44.650,60.5734,-120.5893,35.2,kA,C
2015-04-29,00:15:44.654,60.5773,-120.5878,-14.8,kA,C
2015-04-29,00:15:48.934,59.003,-122.5093,25.1,kA,C
2015-04-29,00:16:31.708,59.5716,-122.4129,-50.5,kA,G
2015-04-29,00:16:31.724,59.6184,-122.3843,-20.7,kA,G
2015-04-29,00:16:31.737,59.5709,-122.4485,-14.7,kA,G
2015-04-29,00:17:43.411,59.6013,-122.3995,-94.7,kA,G
2015-04-29,00:17:43.775,59.5903,-122.4196,-13.9,kA,G
2015-04-29,00:19:14.491,59.597,-122.3651,-142.9,kA,G
2015-04-29,00:20:39.648,58.9892,-122.5318,-26.0,kA,G
2015-04-29,00:21:34.169,59.6148,-122.3577,-60.3,kA,G
2015-04-29,00:21:51.058,59.0929,-122.2643,-19.9,kA,G
2015-04-29,00:21:51.339,59.0982,-122.323,-52.8,kA,G
2015-04-29,00:21:51.360,59.1022,-122.3288,-19.9,kA,G
2015-04-29,00:21:51.406,59.104,-122.3213,-77.6,kA,G
2015-04-29,00:21:51.436,59.0986,-122.3462,-25.9,kA,G
2015-04-29,00:21:51.460,59.1012,-122.3243,-22.6,kA,G
2015-04-29,00:21:51.672,59.0904,-122.3546,-15.2,kA,G
2015-04-29,00:21:51.719,59.0964,-122.3727,-11.8,kA,G
2015-04-29,00:22:35.899,59.6237,-122.3497,-218.2,kA,G
2015-04-29,00:23:57.597,59.6254,-122.3398,-9.0,kA,G
2015-04-29,00:23:57.598,59.6443,-122.378,20.8,kA,C
2015-04-29,00:24:07.994,59.1167,-122.2195,-199.0,kA,G
2015-04-29,00:24:08.006,59.1981,-122.4527,-32.5,kA,G
2015-04-29,00:24:08.012,59.1055,-122.2513,-28.7,kA,G
2015-04-29,00:24:28.594,59.3743,-118.5689,-16.3,kA,G
2015-04-29,00:24:29.069,60.6582,-120.4077,163.2,kA,G
2015-04-29,00:24:54.779,59.9002,-122.1602,-20.6,kA,G
2015-04-29,00:25:41.350,59.6098,-122.3245,-20.1,kA,G
2015-04-29,00:27:15.926,59.913,-122.1163,-32.1,kA,G
2015-04-29,00:27:51.710,59.7375,-121.8386,-19.3,kA,G
2015-04-29,00:27:55.530,59.0913,-122.1878,19.6,kA,C
2015-04-29,00:28:09.147,59.6627,-122.3175,-59.4,kA,G
2015-04-29,00:28:09.161,59.6897,-122.2978,-31.2,kA,G
2015-04-29,00:28:09.165,59.6511,-122.3994,-11.2,kA,G
2015-04-29,00:28:49.079,59.6662,-122.2896,-58.1,kA,G
2015-04-29,00:28:49.087,59.6727,-122.279,-15.3,kA,G
2015-04-29,00:28:49.509,59.6745,-122.3321,-10.1,kA,G
2015-04-29,00:28:49.588,59.674,-122.3095,-22.6,kA,G
2015-04-29,00:30:10.210,59.6737,-122.29,-194.3,kA,G
2015-04-29,00:30:28.339,59.5008,-122.4235,39.7,kA,G
2015-04-29,00:30:45.174,59.0488,-122.4627,19.9,kA,C
2015-04-29,00:30:57.984,60.7343,-120.4329,86.5,kA,G
2015-04-29,00:30:58.191,60.7089,-120.4397,-8.6,kA,G
2015-04-29,00:30:58.191,60.7416,-120.4596,-12.2,kA,G
2015-04-29,00:31:30.034,59.7346,-122.0667,-21.8,kA,G
2015-04-29,00:31:47.751,59.9429,-122.0804,-31.4,kA,G
2015-04-29,00:34:01.619,60.0331,-122.0428,-50.5,kA,G
2015-04-29,00:34:02.312,59.7742,-122.3404,-89.3,kA,G
2015-04-29,00:34:02.337,59.7891,-122.3487,-55.1,kA,G
2015-04-29,00:34:02.357,59.7926,-122.3806,-42.3,kA,G
2015-04-29,00:34:02.380,59.7573,-122.3694,11.9,kA,C
2015-04-29,00:34:18.760,59.1126,-122.1451,8.2,kA,C
2015-04-29,00:35:08.600,59.7566,-121.9762,-22.6,kA,G
2015-04-29,00:35:08.817,59.7616,-121.9804,-25.4,kA,G
2015-04-29,00:35:27.811,59.7473,-122.3191,18.2,kA,C
2015-04-29,00:35:27.812,59.821,-122.3437,-13.4,kA,G
2015-04-29,00:35:28.183,59.6527,-122.4804,27.1,kA,C
2015-04-29,00:35:45.590,59.0825,-122.4558,18.7,kA,C
2015-04-29,00:35:45.864,59.3433,-122.4576,51.6,kA,C
2015-04-29,00:36:24.509,59.8064,-122.3422,-11.1,kA,G
2015-04-29,00:36:24.568,59.7966,-122.3657,26.0,kA,C
2015-04-29,00:36:33.128,59.8839,-121.9346,-84.2,kA,G
2015-04-29,00:36:33.152,59.8856,-121.9388,-18.0,kA,G
2015-04-29,00:36:33.172,59.8836,-121.9454,-8.8,kA,G
2015-04-29,00:36:33.287,59.8821,-121.9581,-13.1,kA,G
2015-04-29,00:36:33.345,59.8803,-121.9382,-19.2,kA,G
2015-04-29,00:36:33.378,59.8845,-121.9548,-14.7,kA,G
2015-04-29,00:36:33.602,59.8702,-121.9257,-25.4,kA,G
2015-04-29,00:36:33.688,59.8727,-121.9321,-29.7,kA,G
2015-04-29,00:36:33.688,59.8896,-121.9379,34.2,kA,G
2015-04-29,00:36:40.356,60.1037,-122.1308,-20.1,kA,G
2015-04-29,00:36:51.668,60.2486,-122.12,-14.4,kA,G
2015-04-29,00:37:47.708,59.9383,-122.0093,-65.3,kA,G
2015-04-29,00:37:47.747,59.9415,-122.0192,-33.7,kA,G
2015-04-29,00:37:54.620,60.2132,-122.0437,-25.1,kA,G
2015-04-29,00:37:54.642,60.2379,-122.0972,-17.7,kA,G
2015-04-29,00:37:54.676,60.2452,-122.089,-20.3,kA,G
2015-04-29,00:37:55.324,60.083,-122.0852,12.2,kA,C
2015-04-29,00:38:26.415,59.5238,-122.0873,30.5,kA,C
2015-04-29,00:38:26.415,59.5117,-122.0793,-54.0,kA,G
2015-04-29,00:38:26.534,59.4775,-122.1375,-20.5,kA,G
2015-04-29,00:38:46.921,60.0955,-122.0696,16.1,kA,C
2015-04-29,00:39:02.839,59.7841,-122.2898,-30.8,kA,C
2015-04-29,00:39:02.839,59.7425,-122.3354,28.0,kA,G
2015-04-29,00:39:02.912,59.795,-122.3162,16.0,kA,C
2015-04-29,00:39:03.293,59.6608,-122.2306,-19.8,kA,G
2015-04-29,00:40:09.238,60.2536,-122.0764,-42.4,kA,G
2015-04-29,00:40:09.601,60.2541,-122.072,-40.9,kA,G
2015-04-29,00:40:09.641,60.2538,-122.0697,-26.3,kA,G
2015-04-29,00:40:34.464,60.1055,-122.0608,27.1,kA,C
2015-04-29,00:41:11.462,59.6224,-122.351,16.7,kA,C
2015-04-29,00:42:08.029,59.9643,-122.13,-43.2,kA,G
2015-04-29,00:42:38.819,60.1611,-122.0148,-63.5,kA,G
2015-04-29,00:43:41.102,59.989,-121.3646,32.9,kA,C
2015-04-29,00:43:41.103,59.9916,-121.3714,18.2,kA,C
2015-04-29,00:44:02.162,59.1213,-122.2574,-69.0,kA,G
2015-04-29,00:44:02.173,59.1242,-122.2637,-21.0,kA,C
2015-04-29,00:44:02.179,59.2636,-122.1923,-29.9,kA,G
2015-04-29,00:44:02.198,59.1273,-122.2656,-50.5,kA,C
2015-04-29,00:44:37.724,59.9128,-121.9049,18.8,kA,C
2015-04-29,00:44:38.224,59.8069,-122.3185,26.1,kA,C
2015-04-29,00:44:38.238,59.8105,-122.2533,29.0,kA,C
2015-04-29,00:44:38.280,59.8666,-122.3475,-17.9,kA,G
2015-04-29,00:45:14.348,60.2334,-122.1189,-23.1,kA,G
2015-04-29,00:45:33.991,59.8211,-122.0007,-47.6,kA,G
2015-04-29,00:45:33.993,59.8737,-122.0293,8.9,kA,C
2015-04-29,00:46:31.117,60.1355,-122.0748,22.5,kA,C
2015-04-29,00:46:31.363,60.174,-122.0902,-82.0,kA,G
2015-04-29,00:46:31.392,60.1662,-122.122,-31.5,kA,G
2015-04-29,00:47:56.673,59.8747,-121.7874,-20.1,kA,G
2015-04-29,00:47:57.138,60.0526,-122.0167,-69.9,kA,G
2015-04-29,00:47:57.161,60.0573,-122.0361,-25.6,kA,G
2015-04-29,00:47:57.192,60.0617,-122.0195,-46.2,kA,G
2015-04-29,00:48:03.119,59.0977,-122.2269,-18.9,kA,G
2015-04-29,00:48:55.191,60.1194,-122.0515,-84.4,kA,G
2015-04-29,00:48:55.191,60.1379,-122.0405,-85.8,kA,G
2015-04-29,00:48:55.296,60.1401,-122.0506,-11.7,kA,G
2015-04-29,00:49:14.497,60.0679,-121.9829,20.0,kA,C
2015-04-29,00:49:53.284,60.0626,-121.9974,-21.3,kA,G
2015-04-29,00:51:40.557,60.3706,-122.117,-89.5,kA,G
2015-04-29,00:51:40.557,60.2512,-122.1064,-96.3,kA,G
2015-04-29,00:51:40.579,60.2528,-122.0905,-25.0,kA,G
2015-04-29,00:51:40.580,60.2731,-122.1132,-16.7,kA,C
2015-04-29,00:52:00.046,60.0846,-121.968,-20.3,kA,G
2015-04-29,00:54:07.120,59.8238,-121.7897,12.5,kA,C
2015-04-29,00:54:07.319,59.6317,-122.1642,27.8,kA,C
2015-04-29,00:54:22.366,60.1361,-122.0733,-92.8,kA,C
2015-04-29,00:54:22.399,60.1562,-122.0858,-25.5,kA,G
2015-04-29,00:54:22.424,60.1463,-122.0651,-24.3,kA,G
2015-04-29,00:57:54.374,60.1196,-121.35,20.5,kA,C
2015-04-29,00:58:56.339,60.0856,-121.9699,-20.4,kA,G
2015-04-29,00:58:57.468,60.1182,-121.3333,26.0,kA,C
2015-04-29,00:59:44.557,60.1043,-122.0038,15.4,kA,C
2015-04-29,01:00:11.046,60.1455,-121.3062,17.7,kA,C
2015-04-29,01:00:35.710,60.1317,-121.953,-48.4,kA,G
2015-04-29,01:00:35.783,60.1197,-121.9395,-33.0,kA,G
2015-04-29,01:00:35.823,60.1254,-121.9595,-28.1,kA,G
2015-04-29,01:00:35.823,60.1422,-121.9572,-15.7,kA,C
2015-04-29,01:00:35.872,60.1236,-121.9313,-14.4,kA,C
2015-04-29,01:00:35.964,60.1161,-121.9172,-35.2,kA,G
2015-04-29,01:00:36.008,60.1238,-121.9317,-11.6,kA,G
2015-04-29,01:00:36.473,60.122,-121.9266,-17.5,kA,G
2015-04-29,01:01:10.429,60.1263,-121.3408,19.3,kA,C
2015-04-29,01:01:52.693,60.1693,-122.0406,-11.9,kA,G
2015-04-29,01:01:53.009,60.1944,-121.9694,-35.4,kA,G
2015-04-29,01:01:53.045,60.2011,-121.974,-32.4,kA,G
2015-04-29,01:01:53.045,60.1972,-122.0109,33.9,kA,G
2015-04-29,01:01:53.076,60.2014,-121.975,-30.4,kA,G
2015-04-29,01:01:53.126,60.2089,-121.986,-53.7,kA,G
2015-04-29,01:02:57.525,60.1629,-121.3255,17.2,kA,C
2015-04-29,01:02:57.525,60.1736,-121.2535,-30.4,kA,G
2015-04-29,01:03:27.832,60.1372,-121.917,-14.1,kA,G
2015-04-29,01:03:27.859,60.1425,-121.9079,-21.1,kA,C
2015-04-29,01:03:27.896,60.1159,-121.9449,-20.9,kA,G
2015-04-29,01:03:27.951,60.1594,-121.9502,-35.8,kA,G
2015-04-29,01:03:27.951,60.1641,-121.9558,40.7,kA,G
2015-04-29,01:03:27.952,60.1719,-122.0051,-10.2,kA,G
2015-04-29,01:05:02.693,60.1206,-122.01,-21.2,kA,C
2015-04-29,01:05:02.900,60.1208,-122.0108,-14.7,kA,C
2015-04-29,01:06:27.745,60.1056,-121.9833,-18.1,kA,C
2015-04-29,01:07:01.890,60.1495,-121.4526,-28.9,kA,G
2015-04-29,01:07:14.376,59.3298,-121.7571,110.7,kA,G
2015-04-29,01:07:14.473,59.3688,-121.9442,40.2,kA,G
2015-04-29,01:07:14.527,59.2435,-121.8017,-34.2,kA,G
2015-04-29,01:07:33.218,60.2163,-121.9177,-24.5,kA,G
2015-04-29,01:07:33.229,60.2129,-121.94,-12.3,kA,G
2015-04-29,01:09:09.673,60.2236,-121.9692,-154.0,kA,G
2015-04-29,01:09:09.694,60.2086,-121.9775,-45.8,kA,G
2015-04-29,01:09:09.705,60.2218,-121.9783,-22.2,kA,C
2015-04-29,01:09:09.705,60.1722,-121.974,-20.0,kA,G
2015-04-29,01:09:09.727,60.2135,-121.9752,-35.9,kA,G
2015-04-29,01:09:09.757,60.2236,-122.0115,-24.8,kA,G
2015-04-29,01:09:09.757,59.9862,-123.1535,36.1,kA,G
2015-04-29,01:09:09.901,60.2162,-121.9602,-36.7,kA,G
2015-04-29,01:09:09.992,60.2216,-121.9801,-17.3,kA,G
2015-04-29,01:09:28.440,60.1879,-121.282,30.9,kA,C
2015-04-29,01:09:28.441,60.1406,-121.2122,-37.8,kA,G
2015-04-29,01:09:28.443,60.1861,-121.3119,10.4,kA,C
2015-04-29,01:09:59.239,60.2068,-121.962,-128.4,kA,G
2015-04-29,01:09:59.258,60.2423,-121.9476,-39.4,kA,G
2015-04-29,01:10:30.914,60.3103,-121.9498,-31.3,kA,C
2015-04-29,01:11:16.970,60.2152,-121.9353,-73.4,kA,G
2015-04-29,01:11:16.980,60.2243,-121.9579,-10.8,kA,G
2015-04-29,01:11:17.685,60.0931,-121.877,-72.5,kA,G
2015-04-29,01:11:17.717,60.0832,-121.896,-20.4,kA,G
2015-04-29,01:11:17.980,60.0837,-121.8976,-15.1,kA,G
2015-04-29,01:12:14.266,60.1582,-121.8347,-69.4,kA,C
2015-04-29,01:12:14.325,60.1583,-121.8311,-30.7,kA,G
2015-04-29,01:12:14.355,60.1648,-121.8467,-17.7,kA,C
2015-04-29,01:12:51.841,60.0591,-121.8699,-30.5,kA,G
2015-04-29,01:12:52.125,60.2223,-121.917,-15.4,kA,G
2015-04-29,01:15:11.014,59.3966,-121.497,-54.8,kA,G
2015-04-29,01:15:11.040,59.3953,-121.5077,-22.0,kA,G
2015-04-29,01:15:11.067,59.3971,-121.4988,-22.6,kA,G
2015-04-29,01:15:44.966,60.2374,-121.4943,15.3,kA,C
2015-04-29,01:15:45.213,60.1997,-121.4177,-14.2,kA,G
2015-04-29,01:16:48.816,60.1593,-121.098,24.2,kA,C
2015-04-29,01:17:10.135,59.3525,-121.7292,116.5,kA,G
2015-04-29,01:17:21.841,60.0515,-121.8412,-18.4,kA,G
2015-04-29,01:17:42.999,60.1636,-121.1219,11.3,kA,C
2015-04-29,01:18:05.114,60.2173,-121.2839,12.5,kA,C
2015-04-29,01:21:29.028,60.373,-121.7223,-32.3,kA,G
2015-04-29,01:21:29.257,60.2302,-121.921,-67.6,kA,G
2015-04-29,01:22:12.536,59.4378,-121.4811,-16.9,kA,G
2015-04-29,01:22:12.706,59.4061,-121.7196,66.2,kA,G
2015-04-29,01:22:12.707,59.3998,-121.569,-18.5,kA,G
2015-04-29,01:22:26.639,60.3373,-121.7889,13.4,kA,C
2015-04-29,01:23:38.164,60.2827,-121.256,-18.3,kA,C
2015-04-29,01:23:38.168,60.2659,-121.2481,-35.4,kA,G
2015-04-29,01:23:38.172,60.2619,-121.293,-7.9,kA,G
2015-04-29,01:23:59.710,59.3599,-121.6872,35.1,kA,G
2015-04-29,01:24:02.142,60.352,-121.7709,16.0,kA,C
2015-04-29,01:25:16.008,60.2434,-121.0457,12.7,kA,C
2015-04-29,01:25:16.010,60.2464,-121.0623,19.9,kA,G
2015-04-29,01:25:16.011,60.2522,-121.071,11.4,kA,C
2015-04-29,01:25:54.011,60.2563,-121.0473,19.6,kA,C
2015-04-29,01:26:23.322,60.2701,-121.0539,14.6,kA,C
2015-04-29,01:27:27.874,60.2444,-121.2274,-44.2,kA,G
2015-04-29,01:27:27.875,60.2374,-121.1975,-14.3,kA,G
2015-04-29,01:27:27.928,60.3359,-121.1984,-22.5,kA,G
2015-04-29,01:27:31.100,60.3535,-121.8063,37.1,kA,C
2015-04-29,01:27:31.101,60.3357,-121.8026,-22.9,kA,G
2015-04-29,01:27:47.602,59.4579,-121.623,16.2,kA,G
2015-04-29,01:28:58.948,60.3174,-120.9655,19.7,kA,G
2015-04-29,01:28:59.205,60.255,-121.0735,-28.1,kA,G
2015-04-29,01:29:17.195,60.3492,-121.5385,-77.2,kA,G
2015-04-29,01:29:41.850,60.3146,-121.0017,18.2,kA,C
2015-04-29,01:29:41.851,60.2397,-121.0208,-25.3,kA,G
2015-04-29,01:30:30.111,60.3549,-121.5657,21.7,kA,C
